id,name,set_number,picture,theme_id,,,,
9613,City Super Pack 3-in-1,66523-1,,52,,,,
9614,Duplo Super Pack 3 in 1,66524-1,,634,,,,
9615,Farm Super Pack 3 in 1,66525-1,,632,,,,
9616,Friends Super Pack 3 in 1,66526-1,,494,,,,
9617,Highway Emergency Van,6653-1,,85,,,,
9618,Star Wars Super Pack 3 in 1,66533-1,,158,,,,
9619,Star Wars Super Pack 3 in 1,66534-1,,158,,,,
9620,Battle Pack 2 in 1,66535-1,,158,,,,
9621,Battle Pack 2 in 1,66536-1,,158,,,,
9622,Friends Super Pack 3 in 1,66537-1,,494,,,,
9623,Forests Value Pack,66538-1,,504,,,,
9624,Friends Super Pack 3 in 1,66539-1,,494,,,,
9625,City Super Pack 3 in 1,66540-1,,52,,,,
9626,Motorcycle Transport,6654-1,,85,,,,
9627,City Super Pack 3 in 1,66541-1,,58,,,,
9628,Star Wars Microfighters Super Pack 3 in 1,66542-1,,158,,,,
9629,Microfighters Super Pack 3 in 1,66543-1,,158,,,,
9630,Mighty Micros Mighty Pack 3 in 1,66545-1,,695,,,,
9631,The LEGO Batman Movie Super Pack 2 in 1,66546-1,,708,,,,
9632,Axl's Tower Carrier - Extra Awesome Edition,66547-1,,605,,,,
9633,Rock Roader - Extra Awesome Edition,66548-1,,435,,,,
9634,Salvage M.E.C. - Extra Awesome Edition,66549-1,,435,,,,
9635,City Super Pack 3 in 1,66550-1,,52,,,,
9636,Auto & Tire Repair,6655-1,,85,,,,
9637,Classic Quad Pack,66554-1,,621,,,,
9638,Rogue One Trooper Super Pack,66555-1,,158,,,,
9639,Star Wars Super Pack 2 in 1,66556-1,,158,,,,
9640,Friends Super Pack 5 in 1,66558-1,,494,,,,
9641,Ultimate LEGO City Hero Pack,66559-1,,52,,,,
9642,Tow Truck,6656-1,,85,,,,
9643,Fire Patrol Copter,6657-1,,74,,,,
9644,Holiday Co-pack,66580-1,,52,,,,
9645,Bulldozer,6658-1,,72,,,,
9646,Unikitty! Building Bundle,66583-1,,625,,,,
9647,Bonus / Value Pack,66584-1,,672,,,,
9648,City Great Vehicles Bundle,66586-1,,52,,,,
9649,City Police Bundle Building Kit,66587-1,,61,,,,
9650,TV Camera Crew,6659-1,,79,,,,
9651,Brickheadz Han Solo & Chewbacca Bundle Building Kit,66591-1,,610,,,,
9652,Brickheadz Star-Lord and Gamora Bundle Building Kit,66593-1,,610,,,,
9653,Super Pack 2-in-1,66596-1,,158,,,,
9654,Super Pack 2-in-1,66597-1,,158,,,,
9655,Hook & Haul Wrecker,6660-1,,79,,,,
9656,Mobile TV Studio,6661-1,,85,,,,
9657,City Vehicles Super Pack 3-in-1,66614-1,,52,,,,
9658,City / Classic Super Pack 3 in 1,66615-1,,559,,,,
9659,Super Pack 3-in-1,66619-1,,52,,,,
9660,Friends Super Pack 3-in-1,66620-1,,494,,,,
9661,Backhoe,6662-1,,72,,,,
9662,Wave Rebel,6663-1,,77,,,,
9663,Super Mech Pack,66635-1,,696,,,,
9664,Super Pack 2 in 1,66636-1,,52,,,,
9665,City Super Pack 2 in 1,66637-1,,52,,,,
9666,City Vehicles Bundle,66640-1,,52,,,,
9667,Chopper Cops,6664-1,,80,,,,
9668,Ultimate Designer Kit,66642-1,,688,,,,
9669,3-in-1 Bundle Pack,66643-1,,52,,,,
9670,City Space Bundle,66645-1,,679,,,,
9671,Minecraft Bundle,66646-1,,577,,,,
9672,Speed Champions Bundle,66647-1,,601,,,,
9673,Swing Ride,66648-1,,598,,,,
9674,Carousel,66649-1,,598,,,,
9675,Ferris Wheel,66650-1,,598,,,,
9676,River Runners,6665-1,,83,,,,
9677,Roller Coaster,66651-1,,598,,,,
9678,Series 21 6 Pack,66657-1,,712,,,,
9679,Ambulance,6666-1,,78,,,,
9680,Pothole Patcher,6667-1,,85,,,,
9681,Recycle Truck,6668-1,,85,,,,
9682,Diesel Daredevil,6669-1,,82,,,,
9683,Rescue Rig,6670-1,,85,,,,
9684,Utility Repair Lift,6671-1,,85,,,,
9685,Safari Off-Road Vehicle,6672-1,,79,,,,
9686,Solo Trainer,6673-1,,68,,,,
9687,Crane Truck,6674-1,,85,,,,
9688,Road & Trail 4x4,6675-1,,79,,,,
9689,Mobile Command Unit,6676-1,,80,,,,
9690,Motocross Racing,6677-1,,82,,,,
9691,Excavator,6678-1,,72,,,,
9692,Dark Shark,6679-1,,77,,,,
9693,Exxon Tow Truck,6679-2,,85,,,,
9694,Ambulance,6680-1,,78,,,,
9695,Police Van,6681-1,,80,,,,
9696,Cement Mixer,6682-1,,72,,,,
9697,Burger Stand,6683-1,,75,,,,
9698,Police Patrol Squad,6684-1,,80,,,,
9699,Fire Copter 1,6685-1,,74,,,,
9700,Backhoe,6686-1,,72,,,,
9701,Turbo Prop I,6687-1,,68,,,,
9702,Ambulance,6688-1,,78,,,,
9703,Post-Station,6689-1,,67,,,,
9704,Snorkel Pumper,6690-1,,74,,,,
9705,Red Cross Helicopter,6691-1,,78,,,,
9706,Tractor Trailer,6692-1,,70,,,,
9707,Refuse Collection Truck,6693-1,,85,,,,
9708,Car with Camper,6694-1,,85,,,,
9709,Shell Tanker,6695-1,,76,,,,
9710,Exxon Fuel Tanker,6696-1,,76,,,,
9711,Rescue-I Helicopter,6697-1,,71,,,,
9712,RV with Speedboat,6698-1,,77,,,,
9713,Cycle Fix-It Shop,6699-1,,85,,,,
9714,Mobile Crane,670-1,,72,,,,
9715,Minifig Pack,6701-1,,143,,,,
9716,Minifig Pack,6702-1,,143,,,,
9717,Minifig Pack,6703-1,,143,,,,
9718,Minifig Pack,6704-1,,143,,,,
9719,Space Explorers,6705-1,,143,,,,
9720,Frontier Patrol,6706-1,,476,,,,
9721,Green Buggy,6707-1,,91,,,,
9722,Tribal Chief,6709-1,,477,,,,
9723,Wheels Pack,670F-1,,119,,,,
9724,Space Landing Pads,6710-1,,143,,,,
9725,Shell Fuel Tanker,671-1,,76,,,,
9726,Space Mini-Figs,6711-1,,143,,,,
9727,Sheriff's Showdown,6712-1,,476,,,,
9728,Grip 'n' Go Challenge,6713-1,,91,,,,
9729,Speed Dragster,6714-1,,91,,,,
9730,Covered Wagon,6716-1,,476,,,,
9731,Raindance Ridge,6718-1,,477,,,,
9732,Brachiosaurus,6719-1,,386,,,,
9733,Antenna Pack,671F-1,,119,,,,
9734,Tyrannosaurus Rex,6720-1,,386,,,,
9735,Fire Emergency Van,672-1,,74,,,,
9736,Mosasaurus,6721-1,,386,,,,
9737,Styracosaurus,6722-1,,386,,,,
9738,Rally Repair Crew,673-1,,85,,,,
9739,Skateboarding Pepper,6731-1,,407,,,,
9740,Brickster's Trike,6732-1,,407,,,,
9741,Snap's Cruiser,6733-1,,407,,,,
9742,Beach Cruiser,6734-1,,407,,,,
9743,Air Chase,6735-1,,407,,,,
9744,Beach Lookout,6736-1,,407,,,,
9745,Wake Rider (Wave Catcher),6737-1,,407,,,,
9746,Skateboard Challenge,6738-1,,407,,,,
9747,Truck and Stunt Trikes,6739-1,,407,,,,
9748,Gearbox Pack,673F-1,,119,,,,
9749,Xtreme Tower,6740-1,,407,,,,
9750,Forklift & Truck,674-1,,72,,,,
9751,Mini Jet,6741-1,,672,,,,
9752,Mini Off-Roader,6742-1,,672,,,,
9753,Street Speeder,6743-1,,672,,,,
9754,Propellor Power,6745-1,,672,,,,
9755,Chief's Tepee,6746-1,,477,,,,
9756,Race Rider,6747-1,,672,,,,
9757,Boulder Cliff Canyon,6748-1,,477,,,,
9758,Sonic Robot,6750-1,,130,,,,
9759,Snack Bar,675-1,,75,,,,
9760,Fiery Legend,6751-1,,672,,,,
9761,Fire Truck,6752-1,,672,,,,
9762,Highway Transport,6753-1,,672,,,,
9763,Family Home,6754-1,,672,,,,
9764,Sheriff's Lock-Up,6755-1,,476,,,,
9765,Read & Build Grow Caterpillar Grow,6758-1,,504,,,,
9766,Read & Build Busy Farm,6759-1,,504,,,,
9767,Read & Build Let's Go Vroom,6760-1,,504,,,,
9768,Bandit's Secret Hide-Out,6761-1,,476,,,,
9769,Fort Legoredo,6762-1,,476,,,,
9770,Rapid River Village,6763-1,,477,,,,
9771,Sheriff's Lock-Up,6764-1,,476,,,,
9772,Gold City Junction,6765-1,,476,,,,
9773,Rapid River Village,6766-1,,477,,,,
9774,Fort Legoredo,6769-1,,476,,,,
9775,Lunar Transporter Patroller,6770-1,,132,,,,
9776,Knight's Procession,677-1,,189,,,,
9777,Ogel Command Striker,6771-1,,304,,,,
9778,Alpha Team Cruiser,6772-1,,304,,,,
9779,Alpha Team Helicopter,6773-1,,304,,,,
9780,Alpha Team ATV,6774-1,,304,,,,
9781,Alpha Team Bomb Squad,6775-1,,304,,,,
9782,Ogel Control Center,6776-1,,304,,,,
9783,XT Starship,6780-1,,130,,,,
9784,SP-Striker,6781-1,,139,,,,
9785,Sonar Transmitting Cruiser,6783-1,,130,,,,
9786,Creative Sorter,6784-1,,504,,,,
9787,Creative Cakes,6785-1,,504,,,,
9788,Bandit's Wheelgun (Boxed),6790-1,,476,,,,
9789,Bandit's Wheelgun,6791-1,,476,,,,
9790,Showdown Canyon,6799-1,,476,,,,
9791,Cyber Blaster,6800-1,,144,,,,
9792,Low-Loader and Crane,680-1,,416,,,,
9793,Moon Buggy,6801-1,,130,,,,
9794,Space Probe,6802-1,,130,,,,
9795,Space Patrol,6803-1,,130,,,,
9796,Surface Rover,6804-1,,130,,,,
9797,Astro Dasher,6805-1,,130,,,,
9798,Surface Hopper,6806-1,,130,,,,
9799,Space Sledge with Astronaut and Robot,6807-1,,130,,,,
9800,Galaxy Trekkor,6808-1,,130,,,,
9801,XT-5 and Droid,6809-1,,130,,,,
9802,Laser Ranger,6810-1,,132,,,,
9803,Low-Loader with 4 Wheel Excavator,681-1,,416,,,,
9804,Pulsar Charger,6811-1,,136,,,,
9805,Grid Trekkor,6812-1,,129,,,,
9806,Galactic Chief,6813-1,,140,,,,
9807,Ice Tunnelator,6814-1,,133,,,,
9808,Hovertron,6815-1,,131,,,,
9809,Cyber Blaster,6816-1,,144,,,,
9810,Beta Buzzer,6817-1,,134,,,,
9811,Cyborg Scout,6818-1,,144,,,,
9812,Starfire I,6820-1,,130,,,,
9813,Low-Loader and Tractor,682-1,,416,,,,
9814,Shovel Buggy,6821-1,,130,,,,
9815,Space Digger,6822-1,,130,,,,
9816,Surface Transport,6823-1,,130,,,,
9817,Space Dart I,6824-1,,130,,,,
9818,Cosmic Comet,6825-1,,130,,,,
9819,Crater Crawler,6826-1,,130,,,,
9820,Strata Scooter,6827-1,,130,,,,
9821,Twin-Winged Spoiler,6828-1,,132,,,,
9822,Radon Rover,6829-1,,144,,,,
9823,Space Patroller,6830-1,,132,,,,
9824,Articulated Lorry,683-1,,423,,,,
9825,Message Decoder,6831-1,,139,,,,
9826,Super Nova II,6832-1,,129,,,,
9827,Beacon Tracer,6833-1,,136,,,,
9828,Celestial Sled,6834-1,,133,,,,
9829,Saucer Scout,6835-1,,142,,,,
9830,V-Wing Fighter,6836-1,,144,,,,
9831,Cosmic Creeper,6837-1,,134,,,,
9832,Low-Loader with Fork Lift Truck,684-1,,416,,,,
9833,Mineral Detector,6841-1,,130,,,,
9834,Shuttle Craft,6842-1,,130,,,,
9835,Seismologic Vehicle (Sismobile),6844-1,,130,,,,
9836,Cosmic Charger,6845-1,,130,,,,
9837,Tri-Star Voyager,6846-1,,130,,,,
9838,Space Dozer,6847-1,,130,,,,
9839,Strategic Pursuer,6848-1,,132,,,,
9840,Interplanetary Shuttle,6848-2,,130,,,,
9841,Satellite Patroller,6849-1,,130,,,,
9842,Auxiliary Patroller,6850-1,,132,,,,
9843,Truck with Trailer,685-1,,423,,,,
9844,Tri-Wheeled Tyrax,6851-1,,129,,,,
9845,Truck with Trailer (without Stickers),685-2,,423,,,,
9846,Sonar Security,6852-1,,140,,,,
9847,Alien Fossilizer,6854-1,,131,,,,
9848,Planetary Decoder,6856-1,,131,,,,
9849,The Dynamic Duo Funhouse Escape,6857-1,,697,,,,
9850,Catwoman Catcycle City Chase,6858-1,,697,,,,
9851,The Batcave,6860-1,,697,,,,
9852,Digger and Tippers,686-1,,416,,,,
9853,X1 Patrol Craft,6861-1,,130,,,,
9854,Super Model Building Instruction,6861-2,,129,,,,
9855,Secret Space Voyager,6862-1,,136,,,,
9856,Superman vs Power Armour Lex,6862-2,,701,,,,
9857,Batwing Battle Over Gotham City,6863-1,,697,,,,
9858,Batmobile and the Two-Face Chase,6864-1,,697,,,,
9859,Captain America's Avenging Cycle,6865-1,,702,,,,
9860,Wolverine's Chopper Showdown,6866-1,,707,,,,
9861,Loki's Cosmic Cube Escape,6867-1,,702,,,,
9862,Hulk’s Helicarrier Breakout,6868-1,,702,,,,
9863,Quinjet Aerial Battle,6869-1,,702,,,,
9864,Space Probe Launcher,6870-1,,130,,,,
9865,Caravelle Plane,687-1,,412,,,,
9866,Star Patrol Launcher,6871-1,,130,,,,
9867,Xenon X-Craft,6872-1,,130,,,,
9868,Spider-Man's Doc Ock Ambush,6873-1,,706,,,,
9869,Moon Rover,6874-1,,130,,,,
9870,Hovercraft,6875-1,,132,,,,
9871,Alienator,6876-1,,128,,,,
9872,Vector Detector,6877-1,,136,,,,
9873,Sub Orbital Guardian,6878-1,,129,,,,
9874,Blizzard Baron,6879-1,,133,,,,
9875,Surface Explorer,6880-1,,130,,,,
9876,Shell Double Tanker,688-1,,418,,,,
9877,Lunar Rocket Launcher,6881-1,,130,,,,
9878,Walking Astro Grappler,6882-1,,130,,,,
9879,Terrestrial Rover,6883-1,,130,,,,
9880,Aero Module,6884-1,,132,,,,
9881,Saturn Base Main Team (Crater Crawler),6885-1,,132,,,,
9882,Galactic Peace Keeper,6886-1,,139,,,,
9883,Allied Avenger,6887-1,,129,,,,
9884,Recon Robot,6889-1,,142,,,,
9885,Cosmic Cruiser,6890-1,,130,,,,
9886,Mobile Crane,689-1,,416,,,,
9887,Gamma V Laser Craft,6891-1,,130,,,,
9888,Modular Space Transport,6892-1,,130,,,,
9889,Orion II Hyperspace,6893-1,,132,,,,
9890,Invader,6894-1,,128,,,,
9891,Spy-Trak 1,6895-1,,139,,,,
9892,Celestial Forager,6896-1,,136,,,,
9893,Rebel Hunter,6897-1,,140,,,,
9894,Ice-Sat V,6898-1,,133,,,,
9895,Nebula Outpost,6899-1,,131,,,,
9896,Cyber Saucer,6900-1,,144,,,,
9897,Shell Station,690-1,,418,,,,
9898,Mobile Lab,6901-1,,130,,,,
9899,Space Plane,6901-2,,144,,,,
9900,Space Plane,6902-1,,144,,,,
9901,Bug Blaster,6903-1,,134,,,,
9902,Bi-Wing Blaster,6905-1,,134,,,,
9903,Sonic Stinger,6907-1,,134,,,,
9904,Sonic Stinger with Promotional Mask,6909-1,,134,,,,
9905,Mini Sports Car,6910-1,,672,,,,
9906,Rescue Helicopter,691-1,,417,,,,
9907,Mini Fire Truck,6911-1,,672,,,,
9908,Super Soarer,6912-1,,672,,,,
9909,Blue Roadster,6913-1,,672,,,,
9910,Prehistoric Hunters,6914-1,,672,,,,
9911,Warp Wing Fighter,6915-1,,144,,,,
9912,Blacksmith Attack,6918-1,,196,,,,
9913,Planetary Prowler,6919-1,,134,,,,
9914,Road Repair Crew,692-1,,416,,,,
9915,Monorail Accessory Track,6921-1,,132,,,,
9916,Particle Ionizer,6923-1,,136,,,,
9917,Interplanetary Rover,6925-1,,132,,,,
9918,Mobile Recovery Vehicle,6926-1,,130,,,,
9919,All-Terrain Vehicle,6927-1,,130,,,,
9920,Uranium Search Vehicle,6928-1,,130,,,,
9921,Star Fleet Voyager,6929-1,,130,,,,
9922,Space Supply Station,6930-1,,130,,,,
9923,Fire Engine with Firemen,693-1,,417,,,,
9924,FX Star Patroller,6931-1,,130,,,,
9925,Stardefender 200,6932-1,,132,,,,
9926,Spectral Starguider,6933-1,,129,,,,
9927,BIONICLE Good Guy Polybag (Disney Promotional Sweden),6934-1,,324,,,,
9928,BIONICLE Bad Guy (Disney Promotional Sweden),6935-1,,324,,,,
9929,Piraka & Catapult,6936-1,,324,,,,
9930,Give Away,6937-1,,324,,,,
9931,Scorpion Detector,6938-1,,131,,,,
9932,Saucer Centurion,6939-1,,142,,,,
9933,Alien Moon Stalker,6940-1,,130,,,,
9934,Transport Truck,694-1,,423,,,,
9935,Battrax,6941-1,,128,,,,
9936,Zo Weevil,6942-1,,134,,,,
9937,Zo Weevil,6943-1,,134,,,,
9938,Good Guy 07,6944-1,,324,,,,
9939,Bad Guy,6945-1,,324,,,,
9940,Squid Launcher Function,6946-1,,324,,,,
9941,Robo-Guardian,6949-1,,142,,,,
9942,Mobile Rocket Transport,6950-1,,130,,,,
9943,Racing Car,695-1,,423,,,,
9944,Robot Command Center,6951-1,,130,,,,
9945,Solar Power Transporter,6952-1,,130,,,,
9946,Cosmic Laser Launcher,6953-1,,132,,,,
9947,Renegade,6954-1,,128,,,,
9948,Space Lock-Up Isolation Base,6955-1,,139,,,,
9949,Stellar Recon Voyager,6956-1,,136,,,,
9950,Solar Snooper,6957-1,,140,,,,
9951,Android Base,6958-1,,131,,,,
9952,Lunar Launch Site,6959-1,,142,,,,
9953,Bus Stop,696-1,,423,,,,
9954,X-wing Fighter,6963-1,,158,,,,
9955,X-wing Fighter,6963-2,,158,,,,
9956,Boba Fett's Slave I - Mini (Kabaya Box),6964-1,,158,,,,
9957,Boba Fett's Slave I - Mini (Polybag),6964-2,,158,,,,
9958,TIE Interceptor,6965-1,,158,,,,
9959,TIE Interceptor,6965-2,,158,,,,
9960,Jedi Starfighter - Mini,6966-1,,158,,,,
9961,Jedi Starfighter - Mini - Korean Duracell promo package with 8 AA batteries,6966-2,,158,,,,
9962,ARC-170 Starfighter - Mini,6967-1,,158,,,,
9963,ARC-170 Starfighter - Mini - Korean Duracell promo package with 8 AA batteries,6967-2,,158,,,,
9964,Mini Wookiee Attack,6968-1,,158,,,,
9965,Celestial Stinger,6969-1,,134,,,,
9966,Beta I Command Base,6970-1,,130,,,,
9967,Stagecoach,697-1,,424,,,,
9968,Inter-Galactic Command Base,6971-1,,130,,,,
9969,Idea Book 697,697-2,,497,,,,
9970,Polaris I Space Lab,6972-1,,130,,,,
9971,Deep Freeze Defender,6973-1,,133,,,,
9972,Alien Avenger,6975-1,,144,,,,
9973,Arachnoid Star Base,6977-1,,134,,,,
9974,Interstellar Starfighter,6979-1,,144,,,,
9975,Galaxy Commander,6980-1,,130,,,,
9976,JAL Boeing 727,698-1,,412,,,,
9977,Aerial Intruder,6981-1,,129,,,,
9978,Explorien Starship,6982-1,,131,,,,
9979,Ice Station Odyssey,6983-1,,133,,,,
9980,Galactic Mediator,6984-1,,140,,,,
9981,Cosmic Fleet Voyager,6985-1,,130,,,,
9982,Mission Commander,6986-1,,139,,,,
9983,Message Intercept Base,6987-1,,128,,,,
9984,Message Intercept Base,6987-2,,128,,,,
9985,Alpha Centauri Outpost,6988-1,,129,,,,
9986,Mega Core Magnetizer,6989-1,,136,,,,
9987,Monorail Transport System,6990-1,,132,,,,
9988,Photo Safari,699-1,,423,,,,
9989,Monorail Transport Base,6991-1,,145,,,,
9990,Cyber Saucer,6999-1,,144,,,,
9991,Razcal's Glider,70000-1,,571,,,,
9992,Baby Ankylosaurus,7000-1,,386,,,,
9993,Crawley’s Claw Ripper,70001-1,,571,,,,
9994,Lennox' Lion Attack,70002-1,,571,,,,
9995,Eris' Eagle Interceptor,70003-1,,571,,,,
9996,Wakz' Pack Tracker,70004-1,,571,,,,
9997,Laval's Royal Fighter,70005-1,,571,,,,
9998,Cragger’s Command Ship,70006-1,,571,,,,
9999,Eglor's Twin Bike,70007-1,,571,,,,
10000,Gorzan’s Gorilla Striker,70008-1,,571,,,,
10001,Worriz’s Combat Lair,70009-1,,571,,,,
10002,10 x 20 Brickplate,700-1,,371,,,,
10003,The Lion CHI Temple,70010-1,,571,,,,
10004,Extra-Large Gift Set (ABB),700.1-1,,365,,,,
10005,Baby Iguanodon,7001-1,,386,,,,
10006,Single 2 x 4 Brick (ABB),700.1.1-1,,371,,,,
10007,Eagles’ Castle,70011-1,,572,,,,
10008,Extra-Large Gift Set (Mursten),700.1-2,,366,,,,
10009,Single 2 x 2 Brick (ABB),700.1.2-1,,371,,,,
10010,Rubber Bands,70012-1,,453,,,,
10011,Razar’s CHI Raider,70012-2,,571,,,,
10012,Equila's Ultra Striker,70013-1,,571,,,,
10013,Individual 1 x 2 Bricks,700.1.4-1,,371,,,,
10014,The Croc Swamp Hideout,70014-1,,571,,,,
10015,Individual 2 x 8 Bricks,700.16-1,,371,,,,
10016,Individual 2 x 10 Bricks,700.20-1,,371,,,,
10017,Large Gift Set (ABB),700.2-1,,365,,,,
10018,Baby Brachiosaurus,7002-1,,386,,,,
10019,Gift Package,700.2-2,,366,,,,
10020,Individual 2 x 12 Bricks,700.24-1,,371,,,,
10021,Individual 2 x 14 Bricks,700.28-1,,371,,,,
10022,Medium Gift Set (ABB),700.3-1,,365,,,,
10023,Baby Dimetrodon,7003-1,,386,,,,
10024,Individual 2 x 3 Bricks,700.3.4-1,,371,,,,
10025,Gift Package,700.3A-2,,372,,,,
10026,The Final Joust,7009-1,,193,,,,
10027,Small Brick Set (ABB),700.A-1,,371,,,,
10028,Small Doors and Windows Set (ABB),700.B-1,,371,,,,
10029,Single 1 x 4 x 2 Window without Glass (ABB),700.B.1-1,,371,,,,
10030,Single 1 x 2 x 3 Window without Glass (ABB),700.B.2-1,,371,,,,
10031,Single 1 x 2 x 2 Window without Glass (ABB),700.B.3-1,,371,,,,
10032,Single 1 x 2 x 4 Door without Glass (ABB),700.B.4-1,,371,,,,
10033,Tall Classic Windows/Door (with Glass),700.C-1,,371,,,,
10034,Individual 1 x 6 x 4 Panorama Window (with glass),700.C.1-1,,371,,,,
10035,Individual 1 x 6 x 3 3-Pane Window (with glass),700.C.2-1,,371,,,,
10036,Individual 1 x 6 x 3 Shutter Window (with glass),700.C.3-1,,371,,,,
10037,Individual 1 x 4 x 3 Window (with glass),700.C.4-1,,371,,,,
10038,Individual 1 x 3 x 3 Window (with glass),700.C.5-1,,371,,,,
10039,Individual 1 x 2 x 4 Door (with glass),700.C.6-1,,371,,,,
10040,Automatic Binding Bricks - Small Brick Set (Lego Mursten),700.F-1,,371,,,,
10041,Gift Package,700GP0-1,,372,,,,
10042,Gift Package (Lego Mursten),700GP5-1,,372,,,,
10043,Gift Package (Lego Mursten),700GP6-1,,372,,,,
10044,Gift Package,700GP6-2,,372,,,,
10045,Individual 4 x 4 Corner Bricks,700.H-1,,371,,,,
10046,Kindergarten LEGO Set,700K-1,,513,,,,
10047,Empty Kindergarten LEGO Box,700L-1,,513,,,,
10048,Ring of Fire,70100-1,,572,,,,
10049,Target Practice,70101-1,,572,,,,
10050,CHI Waterfall,70102-1,,572,,,,
10051,Boulder Bowling,70103-1,,572,,,,
10052,Jungle Gates,70104-1,,572,,,,
10053,Nest Dive,70105-1,,572,,,,
10054,Ice Tower,70106-1,,572,,,,
10055,Skunk Attack,70107-1,,572,,,,
10056,Royal Roost,70108-1,,572,,,,
10057,Whirling Vines,70109-1,,572,,,,
10058,Hinges,701-1,,443,,,,
10059,Tower Target,70110-1,,572,,,,
10060,Swamp Jump,70111-1,,572,,,,
10061,Croc Chomp,70112-1,,572,,,,
10062,CHI Battles,70113-1,,572,,,,
10063,Sky Joust,70114-1,,572,,,,
10064,Ultimate Speedor Tournament,70115-1,,572,,,,
10065,Lion Legend Beast,70123-1,,574,,,,
10066,Eagle Legend Beast,70124-1,,574,,,,
10067,Gorilla Legend Beast,70125-1,,574,,,,
10068,Crocodile Legend Beast,70126-1,,574,,,,
10069,Wolf Legend Beast,70127-1,,574,,,,
10070,Braptor's Wing Striker,70128-1,,571,,,,
10071,Lavertus' Twin Blade,70129-1,,571,,,,
10072,Hinges,701-3,,443,,,,
10073,Sparratus' Spider Stalker,70130-1,,571,,,,
10074,Rogon's Rock Flinger,70131-1,,571,,,,
10075,Scorm's Scorpion Stinger,70132-1,,571,,,,
10076,Spinlyn's Cavern,70133-1,,571,,,,
10077,Lavertus’ Outland Base,70134-1,,571,,,,
10078,Cragger's Fire Striker,70135-1,,571,,,,
10079,Banana Bash,70136-1,,572,,,,
10080,Bat Strike,70137-1,,572,,,,
10081,Web Dash,70138-1,,572,,,,
10082,Sky Launch,70139-1,,572,,,,
10083,Stinger Duel,70140-1,,572,,,,
10084,Vardy's Ice Vulture Glider,70141-1,,571,,,,
10085,Eris' Fire Eagle Flyer,70142-1,,571,,,,
10086,Sir Fangar's Sabre-Tooth Walker,70143-1,,571,,,,
10087,Laval's Fire Lion,70144-1,,571,,,,
10088,Maula’s Ice Mammoth Stomper,70145-1,,571,,,,
10089,Flying Phoenix Fire Temple,70146-1,,571,,,,
10090,Sir Fangar’s Ice Fortress,70147-1,,571,,,,
10091,Scorching Blades,70149-1,,572,,,,
10092,Flaming Claws,70150-1,,572,,,,
10093,Viking Warrior challenges the Fenris Wolf,7015-1,,474,,,,
10094,Frozen Spikes,70151-1,,572,,,,
10095,Inferno Pit,70155-1,,572,,,,
10096,Fire vs. Ice,70156-1,,572,,,,
10097,Riverside Raid,70160-1,,303,,,,
10098,Viking Boat against the Wyvern Dragon,7016-1,,474,,,,
10099,Tremor Track Infiltration,70161-1,,303,,,,
10100,Infearno Interception,70162-1,,303,,,,
10101,Toxikita's Toxic Meltdown,70163-1,,303,,,,
10102,Hurricane Heist,70164-1,,303,,,,
10103,Ultra Agents Mission HQ,70165-1,,303,,,,
10104,Spyclops Infiltration,70166-1,,303,,,,
10105,Invizable Gold Getaway,70167-1,,303,,,,
10106,Drillex Diamond Job,70168-1,,303,,,,
10107,Agent Stealth Patrol,70169-1,,303,,,,
10108,UltraCopter vs. AntiMatter,70170-1,,303,,,,
10109,Viking Catapult versus the Nidhogg Dragon,7017-1,,474,,,,
10110,Ultrasonic Showdown,70171-1,,303,,,,
10111,AntiMatter's Portal Hideout,70172-1,,303,,,,
10112,Ultra Agents Ocean HQ,70173-1,,303,,,,
10113,Viking Ship challenges the Midgard Serpent,7018-1,,474,,,,
10114,Viking Fortress against the Fafnir Dragon,7019-1,,474,,,,
10115,CHI Laval,70200-1,,573,,,,
10116,Army of Vikings with Heavy Artillery Wagon,7020-1,,474,,,,
10117,CHI Eris,70201-1,,573,,,,
10118,CHI Gorzan,70202-1,,573,,,,
10119,CHI Cragger,70203-1,,573,,,,
10120,CHI Worriz,70204-1,,573,,,,
10121,CHI Razar,70205-1,,573,,,,
10122,CHI Laval,70206-1,,573,,,,
10123,CHI Cragger,70207-1,,573,,,,
10124,CHI Panthar,70208-1,,573,,,,
10125,CHI Mungus,70209-1,,573,,,,
10126,12V Motor with Accessories Pack,702-1,,242,,,,
10127,CHI Vardy,70210-1,,573,,,,
10128,Viking Double Catapult versus the Armored Ofnir Dragon,7021-1,,474,,,,
10129,CHI Fluminox,70211-1,,573,,,,
10130,CHI Sir Fangar,70212-1,,573,,,,
10131,Strainor's Saber Cycle,70220-1,,571,,,,
10132,Flinx's Ultimate Phoenix,70221-1,,571,,,,
10133,Tormak's Shadow Blazer,70222-1,,571,,,,
10134,Icebite's Claw Driller,70223-1,,571,,,,
10135,Tiger's Mobile Command,70224-1,,571,,,,
10136,Bladvic's Rumble Bear,70225-1,,571,,,,
10137,Mammoth's Frozen Stronghold,70226-1,,571,,,,
10138,King Crominus' Rescue,70227-1,,571,,,,
10139,Vultrix's Sky Scavenger,70228-1,,571,,,,
10140,Lion Tribe Pack,70229-1,,571,,,,
10141,Motor Wires,702-3,,443,,,,
10142,Ice Bear Tribe Pack,70230-1,,571,,,,
10143,Crocodile Tribe Pack,70231-1,,571,,,,
10144,Sabre Tooth Tiger Pack,70232-1,,571,,,,
